product_id,product_title,rating,total_reviews,price,top_reviews
itmb07d67f995271,"BestsellerAdd to CompareApple iPhone 16 (Black, 128 GB)4.62,12,993 Ratings&6,851 Reviews128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.₹64,900₹69,9007% offUpto₹51,100Off on ExchangeBank Offer",N/A,"6,851","₹64,900",['No reviews found']
